"HL1005",NULL,NULL
"IV1350",NULL,NULL
"HL1006",NULL,NULL
"AF152X",NULL,NULL
"AH2202",NULL,NULL
"AK122V",NULL,NULL
"CB1190",NULL,NULL
"FAK3001",NULL,NULL
"AF1411",NULL,NULL
"FAK3007",NULL,NULL
"HL100X",NULL,NULL
"AF1501",NULL,NULL
"AF207V",NULL,NULL
"FAK3008",NULL,NULL
"FDD3381","<p>Linj&#228;r algebra</p>",NULL
"FDD3401","<p>Naturvetenskapligt-tekniskt basblock f&#246;r B, D, E, F, K, M, Me, P eller T vid KTH, eller motsvarande.</p>",NULL
"FDD3390",NULL,NULL
"AG2117",NULL,NULL
"IK2215","<p>Erfarenhet av att arbeta i Unix-milj&#246;.</p>","<p>Experience of working in Unix environments.</p>"
"MG2036",NULL,NULL
"HL1010",NULL,NULL
"AF2021",NULL,NULL
